mirna	target_gene	score
hsa-miR-3189-3p	RASSF3	0.4161266
hsa-miR-302d-3p	PTPRD	0.41608495
hsa-miR-3919	CACHD1	0.41607112
hsa-miR-6507-3p	NXPH1	0.41607112
hsa-miR-3664-5p	SLC4A4	0.41607046
hsa-miR-4652-3p	ABCB1	0.41605124
hsa-miR-98-5p	EDN1	0.4160505
hsa-miR-181d-5p	ZFP36L2	0.41602004
hsa-miR-107	EPHA7	0.4159578
hsa-miR-518c-5p	SYT2	0.4159418
hsa-miR-3666	NPNT	0.41593176
hsa-miR-3688-3p	PEG3	0.41588572
hsa-miR-4428	KLHL13	0.41580653
hsa-miR-1283	RBM47	0.41580442
hsa-miR-6738-3p	CHSY1	0.41579098
hsa-miR-183-5p	TMSB4X	0.4157693
hsa-miR-548aw	MAN1A1	0.41573346
hsa-miR-1283	PTPRC	0.4157098
hsa-miR-3613-3p	PDZRN4	0.41569307
hsa-miR-4306	PALM2AKAP2	0.41556066
hsa-miR-381-3p	NR5A2	0.41555157
hsa-miR-5008-3p	TAC1	0.41554976
hsa-miR-338-5p	TMEM158	0.4155455
hsa-miR-548at-5p	KLF6	0.41554317
hsa-miR-1910-3p	PLXDC2	0.4155038
hsa-miR-200a-3p	KLF6	0.41547087
hsa-miR-10399-5p	GJC1	0.41545045
hsa-miR-371a-5p	COL14A1	0.41544935
hsa-miR-302e	KIF26B	0.41540468
hsa-miR-422a	ZNF124	0.41534376
hsa-miR-548am-3p	CNTNAP2	0.41531637
hsa-miR-340-5p	BCOR	0.4153076
hsa-miR-4687-5p	KCNJ16	0.41528115
hsa-miR-548az-5p	C11orf96	0.41525522
hsa-miR-3659	C1orf56	0.4152018
hsa-miR-19b-2-5p	CENPF	0.41519618
hsa-miR-29b-3p	LOX	0.4151847
hsa-miR-19a-3p	SLC12A7	0.41515732
hsa-miR-29a-3p	ZFP36L1	0.41513434
hsa-miR-5692a	RGS5	0.41512284
hsa-miR-548b-3p	EYS	0.4151142
hsa-miR-548e-5p	RBMS3	0.41511354
hsa-miR-8054	KLHL13	0.41505063
hsa-miR-548aw	TLL1	0.4150501
hsa-miR-548bc	ACKR3	0.4149936
hsa-miR-300	DCC	0.41497296
hsa-miR-3936	CRH	0.4149589
hsa-miR-6748-5p	SOX2	0.4149575
hsa-miR-320a-5p	MMP2	0.41494524
hsa-miR-4297	TMTC1	0.4149373
hsa-miR-424-5p	PELI2	0.41492876
hsa-miR-4516	PALM2AKAP2	0.41490138
hsa-miR-574-5p	RFX4	0.41489452
hsa-miR-5011-5p	YBX3	0.41489306
hsa-miR-27a-3p	EPS8	0.414891
hsa-miR-548p	NOX4	0.41488606
hsa-miR-3179	FCER2	0.4148492
hsa-miR-519d-5p	TTN	0.41484183
hsa-miR-3658	HSPA4L	0.4148278
hsa-miR-3126-3p	CNTNAP2	0.41480693
hsa-miR-4328	SLC26A7	0.4147998
hsa-miR-5195-3p	BACH2	0.41479877
hsa-miR-3148	PELI2	0.41474694
hsa-miR-129-5p	PDZRN4	0.41472954
hsa-miR-548u	SLC4A4	0.41472617
hsa-miR-628-5p	DCX	0.41468516
hsa-miR-6733-3p	SOX2	0.41464764
hsa-miR-4739	FBN2	0.41464093
hsa-miR-4456	CCL4L2	0.41462964
hsa-miR-5703	ZBTB2	0.41462708
hsa-miR-4685-3p	ROBO2	0.4145977
hsa-miR-1185-1-3p	BEND7	0.4145786
hsa-miR-195-5p	LRIG1	0.41456842
hsa-miR-3613-3p	CD44	0.41454855
hsa-miR-5693	DCX	0.41453215
hsa-miR-5688	JUN	0.4145138
hsa-miR-200a-3p	ITGA6	0.41450378
hsa-miR-6832-3p	SOX11	0.41449496
hsa-miR-766-5p	FLVCR2	0.41448522
hsa-miR-548k	KLHL13	0.41439304
hsa-miR-518d-5p	LCP1	0.41438255
hsa-miR-182-5p	USP6NL	0.41435832
hsa-miR-7844-5p	PHLDB2	0.41435632
hsa-miR-6787-3p	TRPM3	0.41427296
hsa-miR-4433a-5p	SLIT2	0.4142704
hsa-miR-651-5p	CD8B	0.4142638
hsa-miR-6817-3p	NFATC2	0.41424242
hsa-miR-4447	TSHZ2	0.4141621
hsa-miR-9-5p	NHLH2	0.41415012
hsa-miR-3908	PALLD	0.41410813
hsa-miR-570-3p	PRTG	0.41402838
hsa-miR-431-5p	GPC6	0.4140052
hsa-miR-548at-5p	ZFP36L1	0.41398215
hsa-miR-515-5p	IL6R	0.41388965
hsa-miR-6790-5p	PLXNA4	0.41381305
hsa-miR-197-3p	TMEM19	0.413792
hsa-miR-4288	ITGBL1	0.41378203
hsa-miR-514b-5p	PLEKHH2	0.4137816
hsa-miR-4490	B4GALT1	0.41377527
hsa-miR-570-3p	COBLL1	0.4137221
hsa-miR-12130	MSR1	0.41370276
hsa-miR-181b-3p	UNC5D	0.4136847
hsa-miR-548as-5p	S1PR1	0.4136672
hsa-miR-616-5p	HAVCR2	0.41362983
hsa-miR-301b-3p	IRF1	0.41357008
hsa-miR-3617-5p	RELN	0.4135486
hsa-miR-6737-3p	COL4A4	0.41352886
hsa-miR-4274	MXRA5	0.41347125
hsa-miR-29a-5p	SLIT2	0.413453
hsa-miR-6742-3p	GFAP	0.4134063
hsa-miR-8054	ROBO1	0.41337356
hsa-miR-15b-5p	RNF144B	0.4133597
hsa-miR-4723-5p	THRSP	0.41335678
hsa-miR-548ah-3p	LPP	0.4133492
hsa-miR-5682	ITGA6	0.41334835
hsa-miR-4254	HBEGF	0.41330424
hsa-miR-4724-5p	EPHA7	0.41329005
hsa-miR-448	HS3ST5	0.41326913
hsa-miR-4433b-3p	TUBA1C	0.41326353
hsa-miR-93-5p	NIBAN1	0.41325253
hsa-miR-647	DCX	0.41325226
hsa-miR-3190-5p	CD59	0.41325212
hsa-miR-424-5p	NRP2	0.413211
hsa-miR-455-5p	VCAN	0.41318047
hsa-miR-181c-5p	SLC7A11	0.41314417
hsa-miR-548ab	GPR85	0.41313952
hsa-miR-549a-3p	C1R	0.41313738
hsa-miR-95-5p	GPCPD1	0.4131217
hsa-miR-1468-3p	ERBB4	0.41305083
hsa-miR-4765	SOX6	0.41302243
hsa-miR-5193	SFMBT2	0.41301546
hsa-miR-646	GNG2	0.41299048
hsa-miR-506-3p	GNG2	0.41297284
hsa-miR-18a-5p	RUNX1	0.41295633
hsa-miR-548ag	BACH2	0.4129495
hsa-miR-520d-5p	EOMES	0.41293722
hsa-miR-18b-5p	HIF1A	0.41292468
hsa-miR-7106-5p	FBN2	0.4129216
hsa-miR-4758-5p	SLC2A1	0.41290274
hsa-miR-4724-5p	DCN	0.4128901
hsa-miR-4653-5p	HIF1A	0.41288555
hsa-miR-606	CD44	0.41287956
hsa-miR-25-3p	DUSP5	0.41286686
hsa-miR-190a-3p	TFPI2	0.412833
hsa-miR-1277-5p	TCF21	0.4128244
hsa-miR-33a-5p	VCAN	0.41282293
hsa-miR-506-3p	LPP	0.41280454
hsa-miR-19b-1-5p	HSPB8	0.4127867
hsa-miR-340-5p	ANO2	0.41278318
hsa-miR-548o-3p	SULF1	0.41277093
hsa-miR-924	SULF1	0.41273242
hsa-let-7g-3p	USP6NL	0.41272375
hsa-miR-9985	SRGAP2	0.41269758
hsa-miR-3163	PREX2	0.41263545
hsa-let-7b-5p	LINGO1	0.41260996
hsa-miR-5688	COL19A1	0.412577
hsa-miR-518a-5p	IL1R1	0.41256532
hsa-miR-4423-3p	GJA1	0.4125601
hsa-let-7b-3p	COL19A1	0.41253334
hsa-miR-12133	ZFP36L1	0.41252428
hsa-miR-5681a	COL4A4	0.41250414
hsa-miR-583	CISH	0.41249627
hsa-miR-5011-5p	SEMA3F	0.41246417
hsa-miR-1297	SLC7A11	0.41246015
hsa-miR-5087	BCOR	0.4124582
hsa-miR-1323	NR2F2	0.41244912
hsa-miR-3942-5p	HS6ST3	0.41244823
hsa-miR-4420	F2R	0.4124371
hsa-let-7f-2-3p	GATA3	0.41242537
hsa-miR-4651	NR4A1	0.4124236
hsa-miR-9983-3p	CRIM1	0.4123809
hsa-miR-3609	PDGFC	0.41237178
hsa-miR-924	PIK3AP1	0.41235027
hsa-miR-935	TNFAIP8	0.412331
hsa-miR-1304-3p	UNC5D	0.41231716
hsa-miR-487a-3p	CNR1	0.4122763
hsa-miR-182-5p	COL25A1	0.41227454
hsa-miR-532-3p	HMGA2	0.41222155
hsa-miR-6511a-5p	UST	0.4121946
hsa-miR-3163	SLC7A11	0.41219175
hsa-miR-96-3p	TSHZ2	0.4121699
hsa-miR-7977	LTBP2	0.41216633
hsa-miR-4451	BACH1	0.4121573
hsa-miR-548ax	TNFSF13B	0.41210425
hsa-miR-761	PGF	0.41207746
hsa-miR-3163	BMPR1B	0.41206756
hsa-miR-1304-3p	CNN3	0.41205743
hsa-miR-3163	MTFR1	0.4120443
hsa-miR-548o-3p	HSPA4L	0.41204223
hsa-miR-6871-3p	DOCK11	0.41201326
hsa-miR-920	STK36	0.4120101
hsa-miR-6873-3p	PGF	0.411997
hsa-miR-6762-3p	FAM107A	0.41194862
hsa-miR-455-3p	TENM4	0.41192698
hsa-miR-6766-3p	MECOM	0.4118896
hsa-miR-4724-5p	KCND2	0.4118417
hsa-miR-548aj-5p	TGFBR1	0.41178495
hsa-miR-302b-3p	RELL1	0.4117847
hsa-miR-30a-5p	RAI14	0.41174784
hsa-miR-5011-5p	GADL1	0.41173702
hsa-miR-2467-3p	CNTN5	0.41173625
hsa-miR-656-3p	PTPRM	0.41169235
hsa-miR-101-3p	DISC1	0.41167077
hsa-miR-3666	IRF1	0.41163576
hsa-miR-4686	FSTL5	0.41162613
hsa-miR-4797-5p	GABPB1	0.41158608
hsa-miR-6740-3p	RHOJ	0.4115703
hsa-miR-544b	PLXNA2	0.4115578
hsa-miR-580-5p	TREM1	0.41151887
hsa-miR-4760-3p	FNDC3B	0.41151738
hsa-miR-1260b	RIMKLB	0.41149837
hsa-let-7g-5p	HMGA2	0.41148052
hsa-miR-503-5p	EPHB2	0.41146097
hsa-miR-570-3p	EPHA3	0.4114539
hsa-miR-122b-5p	ITGA8	0.41139266
hsa-miR-19b-3p	THSD7A	0.41136712
hsa-miR-142-5p	FGD6	0.41136694
hsa-miR-3190-3p	RBMS3	0.4113539
hsa-miR-520b-3p	ZNRF3	0.41134647
hsa-miR-4458	ZNF516	0.41133136
hsa-miR-29a-3p	RND3	0.4113256
hsa-miR-548au-3p	GAS1	0.41130963
hsa-miR-138-5p	NKAIN1	0.4112814
hsa-miR-27a-3p	TGFBR3	0.41127136
hsa-miR-4295	LRP8	0.41122636
hsa-miR-6728-3p	SGCZ	0.41122204
hsa-miR-4310	NEDD9	0.41122174
hsa-miR-579-3p	LRAT	0.41121876
hsa-miR-4799-5p	PDE3A	0.4111919
hsa-miR-3665	BTG1	0.41116205
hsa-miR-455-5p	ATP11C	0.41115016
hsa-miR-4694-3p	FGF13	0.41115004
hsa-miR-582-3p	CA10	0.41113642
hsa-miR-4668-5p	THSD7A	0.41108
hsa-miR-9500	PHACTR2	0.41106445
hsa-miR-660-3p	CABLES1	0.41102776
hsa-miR-206	SLC38A3	0.4110263
hsa-miR-425-5p	SPTLC3	0.4110242
hsa-miR-190a-3p	ACKR3	0.41099143
hsa-miR-17-5p	AHNAK	0.41098917
hsa-miR-6508-5p	SDC4	0.41098773
hsa-miR-570-3p	ITPR2	0.41098145
hsa-let-7e-5p	MEIS2	0.41097677
hsa-miR-548g-3p	EDNRB	0.41096243
hsa-miR-12123	ADAMTS9	0.41092855
hsa-miR-5699-5p	TRABD2B	0.4109072
hsa-miR-338-5p	NXPH1	0.4108849
hsa-miR-5696	ADARB2	0.41088203
hsa-miR-1-3p	COL19A1	0.41086784
hsa-miR-3145-3p	FGD6	0.41081655
hsa-miR-588	ROBO1	0.4107697
hsa-miR-19a-3p	RFX4	0.41076672
hsa-miR-215-3p	SLC26A3	0.41075444
hsa-miR-3124-3p	FREM2	0.41075304
hsa-miR-8485	PCK1	0.4107312
hsa-miR-6516-3p	ROBO2	0.41073105
hsa-miR-3192-3p	PTPRD	0.41071832
hsa-miR-548ar-3p	CDCA7	0.41071266
hsa-miR-5692b	SELE	0.4106838
hsa-miR-1468-3p	HS3ST5	0.41068342
hsa-miR-9983-3p	CNN3	0.41067883
hsa-let-7d-5p	COL3A1	0.41067868
hsa-miR-6124	TMEM132C	0.4106454
hsa-miR-4514	SLC26A7	0.41058952
hsa-miR-548bb-5p	EPHA3	0.4105797
hsa-miR-4747-5p	TFPI	0.41057134
hsa-miR-588	MYPN	0.4105366
hsa-miR-2909	CHRDL1	0.41052842
hsa-miR-367-3p	SOSTDC1	0.41051507
hsa-miR-30a-5p	NR5A2	0.41045985
hsa-miR-122b-5p	VCAN	0.4104468
hsa-miR-3190-3p	LPP	0.41042814
hsa-miR-32-5p	PTPRD	0.41042024
hsa-miR-376a-3p	PRKD1	0.4104021
hsa-miR-495-3p	FUT1	0.4104007
hsa-miR-3935	SAMSN1	0.41036624
hsa-miR-548e-3p	HS3ST3A1	0.41035253
hsa-miR-510-3p	PLOD2	0.41034287
hsa-miR-3927-3p	TGFBR1	0.41033986
hsa-miR-17-5p	NIBAN1	0.41033623
hsa-miR-5698	CADM4	0.41032818
hsa-miR-34c-5p	HSPA1B	0.41032463
hsa-miR-4531	ZNF385D	0.41031212
hsa-miR-548aw	MID1	0.41028956
hsa-miR-25-3p	EOMES	0.41027528
hsa-miR-2052	BRIP1	0.41026804
hsa-miR-548aq-5p	GPR85	0.4102249
hsa-miR-6895-3p	MCC	0.4102145
hsa-miR-7157-5p	MCC	0.4101925
hsa-miR-4729	F2R	0.41018644
hsa-miR-3148	NRP1	0.41016695
hsa-miR-151a-3p	COL25A1	0.41012973
hsa-miR-6124	HAMP	0.41009942
hsa-miR-6838-5p	CCND1	0.41005635
hsa-miR-659-3p	ITM2C	0.4100501
hsa-miR-92b-3p	NEFM	0.4100396
hsa-miR-374c-5p	EGR1	0.41000664
hsa-miR-6851-3p	TNR	0.40997273
hsa-miR-4314	ZNF124	0.40994766
hsa-miR-6130	PADI2	0.40989813
hsa-miR-29a-3p	HBEGF	0.40988693
hsa-miR-4803	CKS1B	0.4098854
hsa-miR-1224-5p	FCRL5	0.40987697
hsa-miR-656-3p	JUNB	0.4098641
hsa-miR-2115-5p	TCF7L2	0.40985548
hsa-miR-4729	CA10	0.40980354
hsa-miR-4446-5p	TNFAIP3	0.4097623
hsa-miR-8485	STK36	0.4097611
hsa-miR-2113	SYNPR	0.40973878
hsa-miR-34a-5p	NPNT	0.40968433
hsa-miR-6511a-5p	PLXDC2	0.40968266
hsa-miR-5002-5p	SLC1A2	0.4096509
hsa-miR-632	ITGBL1	0.40964592
hsa-miR-2682-5p	TMEM19	0.40957928
hsa-miR-4755-5p	CALCRL	0.4095526
hsa-miR-4500	IGF2BP2	0.4095485
hsa-miR-526b-3p	HEG1	0.4095339
hsa-miR-6515-5p	FAM177B	0.40952864
hsa-miR-12133	COL25A1	0.4095142
hsa-miR-12115	COL25A1	0.40950727
hsa-miR-4789-5p	CASZ1	0.409494
hsa-miR-3611	TSHR	0.4094538
hsa-miR-548o-3p	ARHGAP29	0.4094294
hsa-miR-1285-3p	YAP1	0.40940937
hsa-miR-98-5p	SDK1	0.40939578
hsa-miR-103a-2-5p	SEMA5A	0.40938276
hsa-miR-320e	EPHA7	0.40937236
hsa-miR-6867-5p	BNC2	0.40936637
hsa-miR-525-5p	ISM1	0.4092983
hsa-miR-3662	LHFPL6	0.40928927
hsa-miR-7854-3p	COL4A6	0.40928006
hsa-miR-548an	CNN3	0.4092424
hsa-miR-524-5p	TOX	0.40919793
hsa-miR-190a-3p	HMGB2	0.4091949
hsa-miR-571	ITGA6	0.40917924
hsa-miR-302e	MAN1A1	0.4091701
hsa-miR-3144-3p	ZNF521	0.40915084
hsa-miR-7111-5p	NHERF2	0.40911993
hsa-miR-766-3p	SRGAP1	0.4090916
hsa-miR-653-3p	IRF1	0.40906617
hsa-let-7b-3p	F3	0.40904647
hsa-miR-590-3p	BEND7	0.4090118
hsa-miR-371b-5p	SERPINB1	0.40898502
hsa-miR-5011-3p	XBP1	0.40895936
hsa-miR-10398-5p	NNAT	0.40895796
hsa-miR-1292-5p	NFKBID	0.40894026
hsa-miR-519a-3p	FSTL5	0.40892226
hsa-miR-8063	NTN1	0.40889147
hsa-miR-4698	OGN	0.40888572
hsa-miR-448	COL19A1	0.4088781
hsa-miR-627-3p	ZNF331	0.4088702
hsa-miR-510-3p	ZFHX4	0.4088701
hsa-miR-676-3p	PCDH17	0.40883133
hsa-miR-3119	DGKH	0.40882882
hsa-miR-890	CPED1	0.40881288
hsa-miR-302c-3p	LRIT1	0.40872085
hsa-miR-499a-5p	CNTN5	0.40871647
hsa-miR-30b-5p	IL1RAPL2	0.4086979
hsa-miR-210-5p	ANKRD13B	0.40867418
hsa-miR-15b-5p	TGFBR3	0.408667
hsa-miR-548h-3p	KCTD12	0.40865228
hsa-miR-4789-5p	FZD10	0.40849832
hsa-miR-152-5p	KCTD12	0.4084961
hsa-miR-3074-5p	GPRIN3	0.40837955
hsa-miR-8054	ST8SIA1	0.40837777
hsa-miR-7106-5p	PDPN	0.4083577
hsa-miR-4766-3p	CNN3	0.40832642
hsa-miR-190a-3p	TAGLN2	0.4083045
hsa-miR-548ay-5p	AGTR1	0.40828836
hsa-miR-129-5p	S1PR3	0.40827248
hsa-miR-4703-5p	TGFB2	0.4082484
hsa-miR-605-3p	EBF3	0.40823567
hsa-miR-5582-5p	RYR3	0.40821296
hsa-miR-4496	PRLR	0.40815926
hsa-miR-548f-3p	PCDH11X	0.4081576
hsa-let-7f-1-3p	GULP1	0.40815187
hsa-miR-30e-5p	SOX9	0.40815043
hsa-miR-3163	VEGFC	0.40812916
hsa-miR-8061	DLK1	0.40812272
hsa-miR-324-3p	RBFOX1	0.40807593
hsa-miR-4736	PALM2AKAP2	0.40801424
hsa-miR-4520-2-3p	PDGFRA	0.4079952
hsa-miR-643	KCNJ15	0.40798423
hsa-miR-548ak	CA8	0.40797725
hsa-miR-27b-3p	VAV3	0.40797618
hsa-miR-3148	SLC4A4	0.40797076
hsa-miR-186-5p	COL25A1	0.40796703
hsa-miR-548h-5p	ABI3BP	0.40791687
hsa-miR-3692-3p	NXPH2	0.40787926
hsa-miR-4528	PCDH15	0.40787652
hsa-miR-6504-3p	COL11A1	0.40787283
hsa-miR-141-3p	BNC2	0.40781137
hsa-miR-556-5p	IL18R1	0.40765294
hsa-miR-3163	BNC2	0.40762654
hsa-miR-8080	KLHL1	0.40762627
hsa-miR-583	CDH12	0.4076093
hsa-miR-12129	NXPH1	0.4076011
hsa-let-7a-3p	SOX9	0.40757775
hsa-miR-2113	SOWAHC	0.40757614
hsa-miR-26b-5p	B3GNT5	0.40756178
hsa-miR-6165	ERG	0.4075304
hsa-miR-4683	BCL11B	0.40749705
hsa-miR-876-5p	DPP10	0.40748417
hsa-miR-4420	UNC5D	0.4074417
hsa-miR-520d-5p	B4GALT1	0.4074019
hsa-miR-5696	ADCYAP1	0.40737277
hsa-miR-4663	COL19A1	0.40736616
hsa-miR-92b-3p	DUSP5	0.4072657
hsa-miR-5692c	CEBPB	0.40725505
hsa-miR-653-5p	BRCA2	0.4072369
hsa-miR-3134	PLEKHG2	0.4071907
hsa-miR-570-3p	KIF26B	0.4071841
hsa-miR-516b-5p	FAM107A	0.40717018
hsa-miR-548e-5p	LEF1	0.40714288
hsa-miR-4322	CBLB	0.4071369
hsa-miR-6839-5p	PCDH11Y	0.40712324
hsa-let-7f-2-3p	IQGAP2	0.40709898
hsa-miR-30a-5p	TM4SF1	0.4070511
hsa-miR-656-3p	ST8SIA1	0.4070165
hsa-miR-1252-5p	ARHGAP11A	0.40701222
hsa-miR-3916	ANO6	0.4070092
hsa-miR-200b-3p	LHFPL6	0.40698713
hsa-miR-548m	SPAG6	0.4069865
hsa-miR-1275	COL1A1	0.40698513
hsa-miR-4531	ADAMTS9	0.4069679
hsa-miR-5197-3p	TLR3	0.40693325
hsa-miR-2113	SIX4	0.40693063
hsa-miR-6749-3p	MYO1B	0.40692583
hsa-miR-3153	TGFBR1	0.40691775
hsa-miR-1267	COL11A1	0.4069152
hsa-miR-17-5p	PRDM6	0.406895
hsa-miR-27b-3p	PELI2	0.40687823
hsa-miR-3059-5p	IGF2BP2	0.40686083
hsa-miR-6504-3p	NR4A2	0.40685397
hsa-miR-613	TAGLN2	0.4068126
hsa-miR-1827	UST	0.4068032
hsa-miR-548h-3p	MID1	0.4067858
hsa-miR-4655-3p	CXCL3	0.40678117
hsa-miR-548w	UGT8	0.40673527
hsa-miR-6864-5p	RBPMS	0.4067297
hsa-miR-935	RUBCNL	0.40668663
hsa-miR-4524b-5p	SEL1L3	0.4066633
hsa-miR-3065-5p	MEIS1	0.4065853
hsa-miR-1229-5p	CA10	0.40657938
hsa-miR-520f-3p	TMEM19	0.4065715
hsa-miR-6728-5p	RSPO3	0.4065452
hsa-miR-524-5p	SIX4	0.40652558
hsa-miR-766-5p	TMEM158	0.40652502
hsa-miR-711	GATA2	0.4065217
hsa-miR-26a-5p	MAB21L1	0.40642968
hsa-miR-4741	PLXDC2	0.40641862
hsa-miR-661	GRIK5	0.40639424
hsa-miR-1297	SRGAP1	0.40635765
hsa-miR-33b-3p	FAT2	0.4063551
hsa-miR-5094	STK32A	0.40634915
hsa-miR-8066	EBF3	0.40633953
hsa-miR-885-3p	PEG10	0.40631455
hsa-miR-4503	GPRIN3	0.40621847
hsa-miR-211-5p	TFAP2B	0.40621358
hsa-miR-3928-5p	NRP1	0.40620965
hsa-miR-6793-3p	STON2	0.40620086
hsa-miR-6780b-3p	BCL11B	0.40615302
hsa-miR-3148	ICAM1	0.40615043
hsa-miR-6809-3p	GALNT15	0.40614617
hsa-miR-302c-3p	LRP8	0.40612996
hsa-miR-6124	ZFP36L1	0.40611157
hsa-miR-664a-5p	NR4A3	0.40605637
hsa-miR-3163	CNR1	0.40603545
hsa-miR-559	HOXD13	0.4060092
hsa-miR-107	PDE3B	0.40599662
hsa-miR-301a-3p	EMX2	0.40598634
hsa-miR-26a-5p	PLEKHH1	0.40596592
hsa-miR-5093	MYCT1	0.40592307
hsa-miR-627-3p	PCDH11X	0.40590674
hsa-miR-1290	COLEC12	0.40589854
hsa-miR-3681-3p	RND3	0.40588167
hsa-miR-122-5p	KCNN3	0.4058409
hsa-miR-607	IRF2BPL	0.4058201
hsa-miR-513a-5p	SMOC2	0.4058087
hsa-miR-944	LUZP2	0.40579095
hsa-miR-216a-3p	CYP39A1	0.40569016
hsa-miR-5692a	SLC12A7	0.40565446
hsa-miR-493-5p	SRGAP1	0.40564775
hsa-miR-4685-3p	TIE1	0.4055917
hsa-miR-4500	CEMIP2	0.40556315
hsa-miR-424-5p	TGFBR3	0.40555388
hsa-miR-3121-3p	TNFRSF11B	0.40551051
hsa-miR-641	MAN1A1	0.40549567
hsa-miR-4317	ABCA1	0.40545556
hsa-miR-3916	SDC1	0.40543282
hsa-miR-15b-5p	CCND1	0.40541565
hsa-miR-3611	BACH2	0.4054134
hsa-miR-545-3p	PCDHGA11	0.40541002
hsa-miR-7843-3p	ROBO1	0.40536308
hsa-miR-548aj-5p	RSPO3	0.4053537
hsa-miR-512-3p	CPM	0.40529948
hsa-miR-4753-5p	FLI1	0.40525177
hsa-miR-510-3p	KIF18A	0.40524116
hsa-let-7i-5p	IGF2BP2	0.40523192
hsa-miR-2052	ELOVL7	0.4052027
hsa-miR-7109-5p	ZSWIM4	0.40520132
hsa-miR-27a-3p	SRGAP2	0.40519235
hsa-miR-4789-3p	SMOC2	0.40517136
hsa-miR-4445-5p	SORCS1	0.40513575
hsa-miR-4756-5p	SLC2A3	0.405124
hsa-miR-106b-5p	KIF26B	0.4051136
hsa-miR-6766-5p	DLK1	0.40505648
hsa-miR-130a-3p	ROBO2	0.40505454
hsa-miR-548ah-3p	HBEGF	0.40497214
hsa-miR-4455	SYT2	0.404964
hsa-miR-548av-5p	TMEM100	0.40492737
hsa-miR-19b-3p	F3	0.40492728
hsa-miR-3613-3p	SLC9A9	0.40490046
hsa-miR-4659a-3p	HAS2	0.40489045
hsa-miR-6818-5p	STK36	0.40486878
hsa-miR-616-5p	ZSWIM4	0.40485066
hsa-miR-6801-3p	LOXL3	0.40480378
hsa-miR-636	RIMKLB	0.4047453
hsa-miR-3617-3p	EPHA3	0.40473786
hsa-miR-616-5p	FOXP2	0.40473288
hsa-miR-1468-3p	SVEP1	0.40468287
hsa-miR-888-3p	NFKBIZ	0.40467006
hsa-miR-4726-5p	DBN1	0.40466586
hsa-miR-3922-3p	ERBB4	0.4046106
hsa-miR-200b-3p	DUSP1	0.40460908
hsa-miR-371b-5p	DCDC1	0.40460756
hsa-miR-142-5p	LHFPL3	0.40458792
hsa-miR-4468	BACH2	0.4045809
hsa-miR-3646	SAMSN1	0.40457755
hsa-miR-3972	LILRA5	0.40457672
hsa-miR-548bc	EBF2	0.40457332
hsa-miR-892c-5p	LGR4	0.40456864
hsa-miR-148a-3p	PHACTR2	0.4045549
hsa-miR-5697	SLC7A11	0.40453112
hsa-miR-4282	SLC7A11	0.40452605
hsa-miR-4750-3p	PID1	0.4045252
hsa-let-7f-2-3p	COL19A1	0.40452218
hsa-miR-5003-5p	RNF144B	0.40442652
hsa-miR-6809-3p	SEMA3C	0.40432218
hsa-miR-211-5p	PRDM1	0.40432197
hsa-miR-6504-5p	CRIM1	0.40431625
hsa-miR-708-3p	PLCB4	0.4042803
hsa-miR-3606-3p	MRC1	0.40424412
hsa-miR-548ax	AKIRIN2	0.40424165
hsa-miR-377-5p	TFPI	0.40423238
hsa-miR-597-5p	ABCA1	0.4042123
hsa-miR-6745	EDA	0.40420356
hsa-miR-335-3p	TBX15	0.40417084
hsa-miR-4795-3p	FRZB	0.40415317
hsa-miR-126-5p	SOX6	0.40414834
hsa-miR-488-3p	COL11A1	0.40410495
hsa-miR-497-5p	BCL11B	0.40409586
hsa-miR-9851-5p	NTNG1	0.40409166
hsa-miR-301a-3p	MAF	0.40404746
hsa-miR-4768-5p	VIP	0.40403306
hsa-miR-6766-3p	ERG	0.40402663
hsa-miR-6835-3p	RBMS3	0.4040183
hsa-miR-548p	SYTL4	0.40401107
hsa-miR-98-3p	ZIC1	0.4039902
hsa-miR-30d-5p	NFATC2	0.40396664
hsa-miR-4753-3p	CRH	0.403955
hsa-miR-30e-5p	RNF122	0.40389165
hsa-miR-6796-5p	CRISPLD2	0.40385398
hsa-miR-524-5p	DCX	0.40384746
hsa-miR-3714	CBLB	0.40383583
hsa-miR-4786-5p	DCX	0.40383452
hsa-miR-5583-5p	RBBP8	0.4038306
hsa-miR-548d-3p	PTPRZ1	0.4038173
hsa-miR-4659b-3p	LPAR1	0.4037994
hsa-miR-320b	TMEM47	0.40377095
hsa-miR-526b-3p	RUNX3	0.4037638
hsa-miR-12124	ADAMTS6	0.4037526
hsa-miR-6844	PNP	0.40374896
hsa-miR-3944-5p	EPHA7	0.40374225
hsa-miR-4441	SDC3	0.4037163
hsa-miR-4484	MTHFD2	0.40371034
hsa-miR-4533	FGD6	0.4036912
hsa-miR-548s	TSHZ2	0.40364712
hsa-miR-3182	PLEKHH1	0.4036031
hsa-miR-1272	DACH1	0.40356505
hsa-miR-4656	ITM2C	0.4035434
hsa-miR-548aw	PLXNA2	0.40352187
hsa-miR-641	COLEC12	0.4034309
hsa-miR-326	TNR	0.4034234
hsa-miR-4504	CLU	0.40337983
hsa-miR-200c-5p	PTGIS	0.40337604
hsa-miR-4270	C10orf105	0.40336642
hsa-miR-548aj-5p	FRZB	0.40336424
hsa-miR-4677-5p	KLHL1	0.40335533
hsa-miR-9985	SRL	0.4033039
hsa-miR-1258	CKS1B	0.40327224
