mirna	Astrocyte	B_cell	CD4_T	CD8_T	Microglia	Monocyte	NK_cell	Oligodendrocyte	T_cell	Th17	Treg
hsa-miR-302a-5p	1.0782044228108134e-05	6.5268127400486264e-06	3.975022536906181e-06	4.558469299809076e-06	2.944422931250301e-06	3.1386498449137434e-06	4.8073852667585015e-06	4.873784746450838e-06	6.517163001262816e-06	3.618795972215594e-06	1.1548106613190612e-06
hsa-miR-302b-3p	2.7206959202885628e-05	2.2664979042019695e-05	2.2805721528129652e-05	5.59687105123885e-05	2.192859938077163e-05	2.1207979443715885e-05	2.183859578508418e-05	2.2257770979194902e-05	2.6660165531211533e-05	2.357566154387314e-05	1.0320866749680135e-05
hsa-miR-302b-5p	1.7980097254621796e-05	3.43314022757113e-05	4.3934658606303856e-05	5.933234206167981e-05	4.141571844229475e-05	2.7409805625211447e-05	3.270250090281479e-05	3.237765122321434e-05	2.4766555725364015e-05	1.6369178410968743e-05	2.7969734219368547e-05
hsa-miR-302c-3p	5.953587606200017e-05	9.28440858842805e-05	0.00012833537766709924	0.00026747852098196745	9.702370152808726e-05	0.00011180487490491942	0.00010786432540044188	3.762057895073667e-05	3.617321635829285e-05	7.390251994365826e-05	4.265637107891962e-05
hsa-miR-302c-5p	3.028803985216655e-05	4.678043114836328e-05	5.780685387435369e-05	0.00013632464106194675	4.697227632277645e-05	5.948413672740571e-05	8.63497843965888e-05	5.9376230638008565e-05	0.00015199997869785875	7.361551251960918e-05	5.549461639020592e-05
hsa-miR-302d-3p	0.0002750895801000297	0.00014378958439920098	0.000143382276291959	0.00039377788198180497	0.00011827795242425054	6.86166386003606e-05	0.0003354964137542993	0.00033895805245265365	0.00030352186877280474	0.0002038560196524486	0.00025574330356903374
hsa-miR-302d-5p	2.9269829610711895e-05	4.937665653415024e-05	7.273149822140113e-05	7.980746158864349e-05	5.70790289202705e-05	3.4164320823038e-05	6.160841439850628e-05	3.990004915976897e-05	3.156993261654861e-05	5.925864115852164e-06	3.537427255650982e-05
hsa-miR-302e	0.00012854093802161515	0.00030013624927960336	0.0003113297570962459	0.0007465105736628175	0.0003239404468331486	0.00014619558351114392	0.0003755154903046787	0.0002170926600228995	0.00013351559755392373	7.76747110649012e-05	0.00014266805374063551
hsa-miR-302f	4.130828074266901e-06	3.0835351481073303e-06	9.155854968412314e-06	9.434075764147565e-06	5.493504886544542e-06	3.832188667729497e-06	3.643678155640373e-06	4.5192587094788905e-06	5.640177278110059e-06	3.403296204851358e-06	3.4777769997162977e-06
hsa-miR-3059-5p	1.9493541913107038e-05	3.175802339683287e-05	7.213377830339596e-05	6.165336526464671e-05	6.260289228521287e-05	3.1823812605580315e-05	2.1095540432725102e-05	6.148983084131032e-05	3.189963172189891e-05	6.0112997743999586e-05	6.530997052323073e-05
hsa-miR-3064-3p	3.997070052719209e-06	1.0795488378789742e-05	1.020947365759639e-05	1.964349576155655e-05	6.229194696061313e-06	6.479064268205548e-06	5.695916570402915e-06	7.319149062823271e-06	3.956267846660921e-06	3.4566826343507273e-06	6.404903160728281e-06
hsa-miR-3064-5p	3.2698947052267613e-06	7.593589543830603e-06	9.451675396121573e-06	1.669909579504747e-05	4.001631168648601e-06	5.068293830845505e-06	1.2676796359301079e-05	2.4441021651000483e-06	2.317251301064971e-06	2.03781746677123e-05	5.655174390994944e-06
hsa-miR-3065-3p	4.8538267947151326e-06	3.3249802982027177e-06	1.3808279618388042e-05	1.04335522337351e-05	6.693224804621423e-06	1.4440904124057852e-05	2.0434281395864673e-05	1.1839823855552822e-05	3.1511848646914586e-05	6.27273584541399e-06	1.4517585441353731e-05
hsa-miR-3065-5p	0.0002070570335490629	8.172008529072627e-05	0.00014143621956463903	0.0002523901639506221	0.00016040017362684011	6.81378151057288e-05	0.00012260390212759376	0.000324211607221514	5.207459253142588e-05	0.0005088802427053452	0.00032104059937410057
hsa-miR-3074-3p	5.892772605875507e-05	1.637603600102011e-05	7.204034045571461e-05	3.65232044714503e-05	1.711375080049038e-05	2.5938057660823688e-05	4.636073936126195e-05	1.8372991689830087e-05	1.0781283890537452e-05	4.365652785054408e-05	6.558263703482226e-05
hsa-miR-3074-5p	0.00014827032282482833	0.00023211741063278168	0.0001158024970209226	0.0002536893298383802	0.00033152688411064446	6.627447146456689e-05	0.0002477299713063985	0.00011802352673839778	0.0004104104882571846	0.00023132318165153265	7.670278137084097e-05
hsa-miR-3085-3p	6.807544195908122e-06	3.1315910746343434e-05	4.42660711996723e-05	5.81391723244451e-05	2.9649951102328487e-05	1.2046586562064476e-05	3.054727130802348e-05	1.2153775969636627e-05	2.5696846932987683e-05	1.2028461242152844e-05	4.179144889349118e-05
hsa-miR-3085-5p	3.88796649986034e-07	2.1378676251515571e-07	6.018050271450193e-07	7.689351946282841e-07	3.2547723094467074e-07	3.736999474313052e-07	5.220280172579805e-07	4.5102257217877195e-07	5.47360116343043e-07	1.9619507440893358e-07	2.9905930887252907e-07
hsa-miR-30a-3p	0.00028733594808727503	0.00030486026662401855	0.000718788243830204	0.0007005007355473936	0.00035727600334212184	0.00014345720410346985	0.0003110012330580503	0.000387350853998214	0.0004007522657047957	0.0002466721925884485	0.000256205239566043
hsa-miR-30a-5p	6.00659113842994e-05	6.699271034449339e-05	0.0002303711953572929	0.0002298110630363226	0.0001126074421335943	5.577974297921173e-05	9.911270171869546e-05	5.860064993612468e-05	2.5689034373499453e-05	6.467902130680159e-05	0.0001347903162240982
hsa-miR-30b-3p	1.9082717699347995e-05	7.54613620301825e-06	1.8100119632435963e-05	1.908479862322565e-05	5.766589310951531e-06	7.107292276486987e-06	1.4734594515175559e-05	1.4801701581745874e-05	1.680622881394811e-05	1.6906466044019908e-05	7.189170901256148e-06
hsa-miR-30b-5p	6.745314749423414e-05	2.8268230380490422e-05	0.00012032283120788634	7.062376971589401e-05	5.4002972319722176e-05	3.627022306318395e-05	8.516358502674848e-05	2.3719343516859226e-05	1.6280462659779005e-05	2.9141801860532723e-05	3.6566063499776646e-05
hsa-miR-30c-1-3p	4.809191159438342e-05	4.44561883341521e-05	0.0001468959089834243	0.0001769717928254977	2.765941826510243e-05	4.1463630623184144e-05	5.165375114302151e-05	0.00010591803584247828	2.8572549126693048e-05	3.687521530082449e-05	9.63001002673991e-05
hsa-miR-30c-2-3p	5.144477654539514e-06	4.576987066684524e-06	1.0425193977425806e-05	1.35039526867331e-05	2.892867769332952e-06	5.784729182778392e-06	5.387853889260441e-06	3.521964117680909e-06	4.066094334120862e-06	7.853820534364786e-06	1.0786567145260051e-05
hsa-miR-30c-5p	8.98859798326157e-05	0.0002042312262346968	0.00022080171038396657	0.00015420423005707562	0.00038553099147975445	0.00042519476846791804	0.00018285450641997159	0.00020965396834071726	4.492681910051033e-05	6.152808055048808e-05	0.00016622897237539291
hsa-miR-30d-3p	0.00020012632012367249	0.00021647015819326043	0.00022806983906775713	0.0002435786445857957	0.0002380530786467716	3.545230356394313e-05	0.00017943534476216882	0.00021346836001612246	8.471831097267568e-05	8.142006117850542e-05	4.887868999503553e-05
hsa-miR-30d-5p	0.00020881870295852423	6.839429261162877e-05	0.00019753538072109222	0.0002966781030409038	0.00016912170394789428	7.330201333388686e-05	0.0003757134254556149	3.201096842531115e-05	8.601143053965643e-05	6.233487511053681e-05	3.1891700928099453e-05
hsa-miR-30e-3p	8.881046960595995e-05	5.323656660038978e-05	9.744510316522792e-05	7.338599243666977e-05	7.897704199422151e-05	4.2999974539270625e-05	3.947150253225118e-05	6.1004604503978044e-05	0.00011246457870583981	3.729124000528827e-05	4.2096497054444626e-05
hsa-miR-30e-5p	6.029591531842016e-05	9.131011029239744e-05	0.00011184246250195429	0.00024912189110182226	6.355085497489199e-05	5.797067569801584e-05	0.00011859476944664493	4.101151353097521e-05	2.1759855371783487e-05	0.00010328650387236848	0.0001166590882348828
hsa-miR-31-3p	3.6740289033332374e-07	2.9309470050975506e-07	7.244161679409444e-07	5.064667334409023e-07	3.7598280755446467e-07	1.5813938603059796e-07	4.5366161316451326e-07	4.0140983514902473e-07	5.915326255490072e-07	3.371534091911599e-07	4.695185964465054e-07
hsa-miR-31-5p	7.014587026787922e-05	4.764573532156646e-05	9.14942502276972e-05	9.54129354795441e-05	7.947855920065194e-05	8.263846393674612e-05	6.956950528547168e-05	4.8366251576226205e-05	6.916739221196622e-05	9.69477987382561e-05	5.999798304401338e-05
hsa-miR-3115	1.5658974007237703e-05	1.387936390528921e-05	2.3197324480861425e-05	5.40035507583525e-05	2.9471495963662164e-06	9.56874828261789e-06	1.2026501281070523e-05	1.3064062841294799e-05	2.7517040507518686e-05	9.860856152954511e-06	7.0632650022162125e-06
hsa-miR-3116	1.9225912183173932e-05	4.1823873289104085e-06	2.6454235921846703e-05	3.477205154922558e-06	3.888690116582438e-06	3.859459866362158e-06	3.1692652555648237e-06	5.112653980177129e-06	1.4794442904531024e-05	2.25126241275575e-05	6.2079770941636525e-06
hsa-miR-3117-3p	3.929597369278781e-05	5.507927926373668e-05	5.8769379393197596e-05	4.235111555317417e-05	1.723637069517281e-05	2.0894603949273005e-05	2.3370012058876455e-05	2.2797787096351385e-05	0.00010451801790622994	7.695332169532776e-05	7.41255862521939e-05
hsa-miR-3117-5p	7.665071279916447e-06	1.0376927093602717e-05	1.3466198652167805e-05	2.2206020730664022e-05	1.2465572581277229e-05	2.702334086279734e-06	1.4274221939558629e-05	1.184512711915886e-05	8.965448614617344e-06	1.1922966223210096e-05	1.0594866580504458e-05
hsa-miR-3118	9.986792065319605e-06	6.716083134961082e-06	6.233231033547781e-06	1.0044612281490117e-05	7.46019486541627e-06	8.628250725450926e-06	9.954361303243786e-06	6.3636675804445986e-06	4.121600795770064e-06	1.0453860340930987e-05	2.781538114504656e-06
hsa-miR-3119	0.00010477475734660402	6.822490831837058e-05	4.388973684399389e-05	0.00025439774617552757	6.646594556514174e-05	9.320299432147294e-05	4.707904372480698e-05	1.9956918549723923e-05	9.961756586562842e-05	9.13317926460877e-05	4.113982868148014e-05
hsa-miR-3120-3p	1.9438321032794192e-05	1.732476994220633e-05	1.2345573850325309e-05	1.3750481230090372e-05	2.4159084205166437e-05	1.2187402717245277e-05	1.66646386787761e-05	8.416325727012008e-06	8.967492249212228e-06	2.8047164960298687e-05	2.299425977980718e-05
hsa-miR-3120-5p	6.810536433476955e-06	3.4517943277023733e-06	1.463303306081798e-05	9.808981303649489e-06	6.89882972437772e-06	5.420011802925728e-06	4.805656317330431e-06	7.078490398271242e-06	6.593596026505111e-06	4.424193321028724e-06	1.3312322153069545e-05
hsa-miR-3121-3p	6.572889833478257e-05	5.8018638810608536e-05	0.0001116718995035626	0.00010930180724244565	7.453335274476558e-05	4.9158948968397453e-05	0.000188028221600689	6.59947982057929e-05	9.487030183663592e-05	0.0001350075617665425	2.3735097784083337e-05
hsa-miR-3121-5p	2.955394666059874e-05	3.9592483517481014e-05	4.597636507241987e-05	8.361448271898553e-05	5.4469535825774074e-05	4.603424167726189e-05	4.7135628847172484e-05	0.00018428552721161395	2.0613259039237164e-05	0.00016860401956364512	0.00017018703510984778
hsa-miR-3122	7.835194537619827e-08	3.720546004615244e-08	5.9576443334208307e-08	5.654208834471319e-08	4.040317591602616e-08	6.667483631872528e-08	5.269421166076427e-08	5.4771142288245755e-08	6.97749342748466e-08	8.58685211824195e-08	6.72460132022934e-08
hsa-miR-3123	8.617079583927989e-05	6.30632639513351e-05	0.0001288555358769372	0.00014524901052936912	0.00010006358206737787	5.0572823965922e-05	9.35006610234268e-05	0.00015088330837897956	5.3307157941162586e-05	8.30858843983151e-05	9.736769425217062e-05
hsa-miR-3124-3p	1.7759512047632597e-05	2.0912262698402628e-05	2.6722362235886976e-05	3.079636371694505e-05	7.578337772429222e-06	1.1446838470874354e-05	3.054653643630445e-05	1.2523601071734447e-05	9.037456948135514e-06	2.089643203362357e-05	1.0834838576556649e-05
hsa-miR-3125	4.631258889276069e-06	5.660877832269762e-06	2.2612910015595844e-06	1.4302201634563971e-05	4.435493337950902e-06	2.8886815925943665e-06	3.824970917776227e-06	4.782491942023626e-06	3.465654117462691e-06	1.0264784577884711e-05	2.628805759741226e-06
hsa-miR-3126-3p	3.8886984839336947e-05	0.00010583751281956211	2.6671441446524113e-05	0.00013951692380942404	7.939340139273554e-05	3.044809818675276e-05	0.00010094017488881946	3.835444294963963e-05	0.00012537895236164331	7.213427306851372e-05	1.5516860003117472e-05
hsa-miR-3126-5p	3.998709871666506e-06	4.305652964831097e-06	2.378389035584405e-05	1.2066281669831369e-05	3.9713991100143176e-06	5.396675078372937e-06	1.3689087609236594e-05	6.930546078365296e-06	1.4617784472648054e-05	6.300348104559816e-06	1.8450891730026342e-05
hsa-miR-3127-3p	2.145864345948212e-05	1.3977383787278086e-05	2.248850796604529e-05	1.8289081708644517e-05	8.497541784890927e-06	6.723059868818382e-06	2.6565627194941044e-05	6.938710157555761e-06	2.9243041353765875e-05	1.606291698408313e-05	2.9657961931661703e-05
hsa-miR-3127-5p	3.839493001578376e-05	2.724264413700439e-05	9.515475539956242e-05	8.680636528879404e-05	7.549612200818956e-05	9.706208220450208e-05	5.083941141492687e-05	4.5727327233180404e-05	6.50650545139797e-05	3.142298010061495e-05	5.671977487509139e-05
hsa-miR-3128	5.189498097024625e-06	1.075136515282793e-05	4.132609774387674e-06	1.7100088371080346e-05	2.6606317987898365e-05	2.8138938432675786e-06	1.1648976396827493e-05	1.969790901057422e-05	4.329848525230773e-05	2.4424844013992697e-05	1.1562506188056432e-05
hsa-miR-3129-3p	5.623819561151322e-06	8.917908417060971e-06	5.439880260382779e-05	1.199373491544975e-05	1.1371332220733166e-05	1.1117114809167106e-05	3.009884494531434e-05	1.4149778507999144e-05	3.454506804700941e-05	1.1065092621720396e-05	2.222761577286292e-05
hsa-miR-3129-5p	2.879397288779728e-05	2.4804317945381626e-05	1.3719918570131995e-05	5.55596525373403e-05	1.2202895959489979e-05	9.5901968961698e-06	3.751129406737164e-05	1.4634010767622385e-05	1.938944660651032e-05	2.5377532438142225e-05	2.1707519408664666e-05
hsa-miR-3130-3p	8.994444215204567e-06	4.980890025763074e-06	2.4462572127958992e-06	1.3531866898119915e-05	4.428019565239083e-06	6.786385711166076e-06	1.8619937236508122e-06	1.4468564586422872e-06	8.101549610728398e-06	4.043613444082439e-06	2.593198587419465e-06
hsa-miR-3130-5p	3.183975422871299e-05	1.965297087735962e-05	3.852793452097103e-05	4.9873826355906203e-05	3.8421665522037074e-05	1.879299816209823e-05	0.0001427863899152726	3.836016549030319e-05	3.457173443166539e-05	2.451953332638368e-05	4.0206045923696365e-06
hsa-miR-3132	2.257202322653029e-05	3.164888403262012e-05	6.708991713821888e-05	2.3763199351378717e-05	1.5602530766045675e-05	3.158838808303699e-05	5.354499080567621e-05	3.220443250029348e-05	1.2493661415646784e-05	3.071917308261618e-05	1.005093326966744e-05
hsa-miR-3133	1.8321710740565322e-05	1.6078545741038397e-05	4.114410694455728e-05	3.544893843354657e-05	2.2021094991941936e-05	1.6633945051580667e-05	2.0055695131304674e-05	2.6144576622755267e-05	1.5533867554040626e-05	2.767630030575674e-05	2.1979773009661585e-05
hsa-miR-3134	1.7713306078803726e-05	2.5915094738593325e-05	1.7896540157380514e-05	2.191956082242541e-05	8.623929716122802e-06	1.3098204362904653e-05	2.7235737434239127e-05	1.16516475827666e-05	2.3965070795384236e-05	1.0526944606681354e-05	9.25057702261256e-06
hsa-miR-3135a	7.457030278601451e-06	9.463023161515594e-06	1.182743380923057e-05	1.5348159649875015e-05	1.9023209461010993e-05	1.0751833542599343e-05	1.2268532373127528e-05	6.0791421674366575e-06	2.2849531887914054e-05	2.7220439733355306e-06	1.534817238280084e-05
hsa-miR-3135b	6.9711904870928265e-06	6.581397428817581e-06	5.831956968904706e-06	7.901138815213926e-06	7.303680376935517e-06	5.221291758061852e-06	5.6689655139052775e-06	5.343258180801058e-06	4.314704710850492e-06	8.448101652902551e-06	4.375153366709128e-06
hsa-miR-3136-3p	5.770938514615409e-06	9.432235856365878e-06	5.642119049298344e-06	9.065251106221694e-06	6.474921974586323e-06	7.1369668148690835e-06	1.5260280633810908e-05	7.739256034255959e-06	6.143473910924513e-06	1.4066013136471156e-05	5.360219802241772e-06
hsa-miR-3136-5p	3.5876762467523804e-06	8.800568139122333e-06	1.1399704817449674e-05	7.951565748953726e-06	6.950801889615832e-06	1.0095875040860847e-05	6.6848465394286904e-06	9.161833077087067e-06	6.823916010034736e-06	8.490993423038162e-06	1.4446793102251831e-05
hsa-miR-3137	2.0904242319375044e-06	9.009028190121171e-07	2.0487475467234617e-06	2.3837319531594403e-06	1.3524763744499069e-06	1.0831164445335162e-06	2.296201273566112e-06	9.52908180806844e-07	1.4379276080944692e-06	1.1904947996299597e-06	1.737272441459936e-06
hsa-miR-3138	6.579755790880881e-06	3.405947154533351e-06	5.343142674973933e-06	7.431844096572604e-06	3.538998498697765e-06	3.9396572901750915e-06	1.4106658454693388e-05	5.357872851163847e-06	6.505943474621745e-06	1.0188051419390831e-05	4.270410499884747e-06
hsa-miR-3139	6.0633969951595645e-06	3.1535907965007937e-06	7.5232233029964846e-06	2.4807093268464087e-06	6.613786354137119e-06	3.2857794849405764e-06	7.125206593627809e-06	4.963657374901231e-06	1.0486028259037994e-05	3.23001427204872e-06	4.477688435144955e-06
hsa-miR-3140-3p	1.733806129777804e-06	1.8269062138642767e-06	2.574478912720224e-06	4.032885954075027e-06	1.0875110092456453e-06	2.0919032976962626e-06	2.323645730939461e-06	2.3127829535951605e-06	2.6541151783021633e-06	2.8084305085940287e-06	2.3673292162129655e-06
hsa-miR-3140-5p	2.2557518605026416e-05	1.0205314538325183e-05	3.297487637610175e-05	1.8977545551024377e-05	2.1257765183690935e-05	1.016142687149113e-05	1.8780072423396632e-05	9.46629916143138e-06	1.4009303413331509e-05	3.4815791877917945e-05	1.8550690583651885e-05
hsa-miR-3141	9.153371502179652e-05	4.620836261892691e-05	7.452051795553416e-05	5.692358536180109e-05	7.505587564082816e-05	4.0619746869197115e-05	2.545370807638392e-05	9.092951222555712e-05	4.951705705025233e-05	2.4442690119030885e-05	6.82085010339506e-05
hsa-miR-3142	9.497451173956506e-06	6.53709503239952e-06	5.940151368122315e-06	1.7945685613085516e-05	5.373918611439876e-06	6.8301910687296186e-06	3.830741661658976e-06	1.7085101262637181e-06	8.348069968633354e-06	4.078207439306425e-06	3.211309604012058e-06
hsa-miR-3143	0.00018641137285158038	0.0002955065865535289	0.0003814786032307893	0.0002621668973006308	0.00022779461869504303	0.0006728696171194315	0.0001730558869894594	0.00031743186991661787	0.0003083591000176966	0.0004543369577731937	0.0005230624228715897
hsa-miR-3144-3p	8.506738231517375e-05	4.9095790018327534e-05	1.2036162843287457e-05	8.092378993751481e-05	7.68748577684164e-05	1.383776543661952e-05	3.846968320431188e-05	0.00011368223931640387	2.9259894290589727e-05	0.00012837036047130823	7.657551032025367e-05
hsa-miR-3144-5p	1.8425274902256206e-05	1.779749072738923e-05	1.95257889572531e-05	1.5157394955167547e-05	1.5784893548698165e-05	1.2209973647259176e-05	1.7123204088420607e-05	1.410531513101887e-05	1.8015385649050586e-05	3.5221546568209305e-05	3.140253102174029e-05
hsa-miR-3145-3p	4.1497160054859705e-06	6.088809186621802e-06	8.77822094480507e-06	1.2074417099938728e-05	7.082008778525051e-06	4.489208095037611e-06	8.272718332591467e-06	5.510764367500087e-06	7.637082489964087e-06	1.0715116331994068e-05	4.141394583712099e-06
hsa-miR-3145-5p	2.222087005065987e-06	5.091871571494266e-06	1.1311984962958377e-05	4.6860604925313964e-06	2.1943021693004994e-06	4.6323930291691795e-06	5.334230991138611e-06	3.1075610422703903e-06	2.2545882529811934e-06	1.5204257124423748e-06	4.802417606697418e-06
hsa-miR-3146	5.8493210417509545e-06	6.920133273524698e-06	1.1456078027549665e-05	1.3799539374304004e-05	5.096216227684636e-06	2.174835572077427e-06	1.1930575055885129e-05	7.684039701416623e-06	7.3698115556908306e-06	1.3455617590807378e-05	6.798763934057206e-06
hsa-miR-3147	8.227242688008118e-06	5.7446741266176105e-06	3.7434037949424237e-06	2.1787602236145176e-05	8.245207027357537e-06	5.988847533444641e-06	1.2387607966957148e-05	6.524323453049874e-06	7.755131264275406e-06	2.303405744896736e-05	7.289890163519885e-06
hsa-miR-3148	7.071781874401495e-05	9.715128544485196e-05	0.00011710922262864187	0.00014870740415062755	7.922767690615728e-05	0.0002365324617130682	0.00013100351497996598	7.840921898605302e-05	0.00012772923219017684	9.856482938630506e-05	0.00017580516578163952
hsa-miR-3149	5.456426606542664e-06	4.307727522245841e-06	1.1184367394889705e-05	1.3058582226221915e-05	6.211552772583673e-06	4.616902515408583e-06	5.293771664582891e-06	6.24810172666912e-06	5.777447313448647e-06	2.33345622291381e-06	4.376535798655823e-06
hsa-miR-3150a-3p	4.406786501931492e-06	5.667627192451619e-06	1.0576823115115985e-05	8.449772394669708e-06	6.462593773903791e-06	5.8518835430732e-06	6.872750873299083e-06	3.0681558200740255e-06	4.769623956235591e-06	4.339729912317125e-06	1.1072018423874397e-05
hsa-miR-3150b-3p	2.149655847460963e-05	4.912061740469653e-06	1.7064685380319133e-05	2.0784489606739953e-05	1.166656511486508e-05	7.238011676236056e-06	1.669089397182688e-05	3.80052324544522e-06	4.599509793479228e-06	1.2728984074783511e-05	6.325533831841312e-06
hsa-miR-3151-3p	2.079691694234498e-05	2.899559331126511e-05	3.548023596522398e-05	2.0311730622779578e-05	2.9058624932076782e-05	2.479776958352886e-05	2.3427292035194114e-05	1.712493940431159e-05	2.1765508790849708e-05	1.4979031220718753e-05	9.847242836258374e-06
hsa-miR-3151-5p	1.0883918548643123e-06	3.644146545411786e-06	1.1060476481361547e-06	3.2737489163991995e-06	2.264504246340948e-06	2.9941697903268505e-06	2.291086275363341e-06	2.853705154848285e-06	1.0482303878234234e-06	2.8797571758332197e-06	4.097511464351555e-06
hsa-miR-3152-3p	1.4215971532394178e-05	4.3715350329875946e-05	3.664618998300284e-05	7.644969446118921e-05	2.3501163013861515e-05	1.6236324881901965e-05	7.019892655080184e-05	4.918222839478403e-05	6.534804560942575e-05	3.757723607122898e-05	3.5014872992178425e-05
hsa-miR-3152-5p	2.0597464754246175e-05	1.2346383300609887e-05	4.035336587548954e-06	3.249061046517454e-05	3.079399903072044e-05	1.584791789355222e-05	7.289427230716683e-06	5.422817139333347e-06	6.755662070645485e-06	1.7535425286041573e-05	9.4680026450078e-06
hsa-miR-3153	1.0599173947412055e-05	2.276378836540971e-05	3.4904918720712885e-05	5.9851783589692786e-05	1.926516961248126e-05	1.2832379070459865e-05	1.290147611143766e-05	1.404187878506491e-05	1.0100819963554386e-05	8.330050150107127e-06	2.348318048461806e-05
hsa-miR-3154	4.613347300619353e-06	2.532261896703858e-05	6.744417078152765e-06	4.3436619307613e-05	1.0602783731883392e-05	1.2136174518673215e-05	1.574385169078596e-05	1.639313813939225e-05	1.8754988559521735e-05	1.335740671493113e-05	6.855676019767998e-06
hsa-miR-3155a	2.828944707289338e-05	9.226469046552666e-06	4.8146917833946645e-05	2.715491791605018e-05	2.334281089133583e-05	1.0709574780776165e-05	0.00010777833085739985	6.614570884266868e-05	4.0426893974654377e-05	5.418141881818883e-05	3.056389687117189e-05
hsa-miR-3155b	0.000392868765629828	0.00019278953550383449	9.438149572815746e-05	0.0003176406607963145	0.0004050032584927976	6.009352728142403e-05	0.0002846806892193854	0.000571136362850666	0.00011001717939507216	0.0006990068941377103	0.0004462369251996279
hsa-miR-3156-3p	1.6762053292040946e-06	2.456720494592446e-06	2.5559925234119873e-06	2.9360228381847264e-06	3.186563844792545e-06	1.542945824439812e-06	2.9494099180737976e-06	3.1823863082536263e-06	3.2545708563702647e-06	1.4142163990982226e-06	3.3817718758655246e-06
hsa-miR-3156-5p	1.1001220627804287e-05	2.477241105225403e-05	1.553713264001999e-05	4.002077548648231e-05	1.9730656276806258e-05	1.6564208635827526e-05	4.220304617774673e-05	8.577351763960905e-06	1.7969457985600457e-05	2.6605004677549005e-05	1.5136887668631971e-05
hsa-miR-3157-3p	1.1121179340989329e-05	7.246394943649648e-06	2.105982457578648e-05	3.0330338631756604e-05	1.1385644029360265e-05	1.5054361938382499e-05	5.04626859765267e-06	1.2983420674572699e-05	1.8044855096377432e-05	7.743748028588016e-06	1.0532129635976162e-05
hsa-miR-3157-5p	5.2235689508961514e-05	2.6266989152645692e-05	3.014836875081528e-05	0.00010878268221858889	2.5394434487679973e-05	1.6855468857102096e-05	1.9917748431907967e-05	2.2730499040335417e-05	4.716889816336334e-05	1.9238559616496786e-05	1.5458566849702038e-05
hsa-miR-3158-3p	1.9835238163068425e-07	4.038723773192032e-07	3.173639413489582e-07	5.334432557901891e-07	2.0816239043597307e-07	4.1630121927482833e-07	1.0437664741402841e-06	5.889405088055355e-07	2.752324803623196e-07	9.188245542190998e-08	4.340102464084339e-07
hsa-miR-3158-5p	5.83447290409822e-05	6.68384600430727e-05	0.00010424180800328031	5.113604856887832e-05	8.202591561712325e-05	5.705446528736502e-05	7.342831668211147e-05	8.090973278740421e-05	7.702072616666555e-05	1.8603534044814296e-05	5.117732143844478e-05
hsa-miR-3159	2.3284672352019697e-05	2.176849011448212e-05	8.079349208856001e-05	5.8685884141596034e-05	3.716266292030923e-05	1.700508437352255e-05	2.579360079835169e-05	3.2088340958580375e-05	3.3797346986830235e-05	2.0317860617069528e-05	6.040024891262874e-05
hsa-miR-3160-3p	3.699217131725163e-06	4.1771927499212325e-06	1.0082548214995768e-05	2.2782237465435173e-06	3.443937202973757e-06	2.789868176478194e-06	4.567516043607611e-06	5.220066668698564e-06	2.7066651000495767e-06	1.4400850432139123e-06	4.033260665892158e-06
hsa-miR-3160-5p	1.2503694961196743e-05	1.962190435733646e-05	2.1482737793121487e-05	3.7488305679289624e-05	1.1334533155604731e-05	7.371776973741362e-06	1.7997921531787142e-05	1.0396703146398067e-05	1.312415497523034e-05	2.1056179321021773e-05	1.672319558565505e-05
hsa-miR-3161	4.928500857204199e-05	7.003627251833677e-05	6.767183367628604e-05	0.00011161809379700571	3.85258681490086e-05	2.788188066915609e-05	4.517510024015792e-05	2.3924128981889226e-05	5.3045881941216066e-05	5.6924327509477735e-05	8.213631372200325e-05
hsa-miR-3162-3p	1.0902835128945298e-05	2.5866145733743906e-05	3.2585299777565524e-05	1.785184213076718e-05	3.516986544127576e-05	9.395687811775133e-06	1.807445914892014e-05	3.284375270595774e-05	1.1328975233482197e-05	8.114812953863293e-05	6.426903564715758e-05
hsa-miR-3162-5p	4.450120286492165e-06	2.778344878606731e-06	8.125264685077127e-06	2.696210458452697e-06	1.0334787475585472e-05	4.989949957234785e-06	6.820649787186994e-07	2.4819144073262578e-06	6.448477051890222e-06	9.834487855187035e-07	6.486582151410403e-06
hsa-miR-3163	4.151984103373252e-05	2.845434755727183e-05	9.668434358900413e-05	0.0001350746606476605	4.537071436061524e-05	2.0429244614206254e-05	7.241518324008211e-05	7.85597731010057e-05	5.211033931118436e-05	4.966769120073877e-05	3.7551260902546346e-05
hsa-miR-3164	1.8337163055548444e-05	1.4709300558024552e-05	1.2893740858999081e-05	1.2934813639731146e-05	2.930243681475986e-06	4.2479987314436585e-06	6.056906386220362e-06	4.750212156068301e-06	1.4091676348471083e-05	9.31209979171399e-06	1.4286455552792177e-05
hsa-miR-3166	5.853066249983385e-05	1.60345844051335e-05	4.4351945689413697e-05	2.0914492779411376e-05	2.2095533495303243e-05	9.637516632210463e-05	9.151974154519849e-06	2.4273002054542303e-05	1.1247961083427072e-05	8.84803375811316e-06	5.517713725566864e-05
